,id,airline_iata,origin_iata,deprt_time,dest_iata,duration,prop,ac_type,capacity,distance,price_usd,regional,flight_path,city_pair,arrive_time,flight_legs,service_lvl,first_layover,second_layover,first_transfer_city,second_transfer_city
30,31,MS,ATZ,2023-01-01 08:25:00,HMB,0 days 00:40:00,0,B738,162,107,55,0,ATZ -> HMB,ATZ_HMB,2023-01-01 09:05:00,[31],0,0 days 00:00:00,0 days 00:00:00,,
29,30,MS,ATZ,2023-01-01 20:00:00,HRG,0 days 03:30:00,0,A320,150,721,55,0,ATZ -> CAI -> HRG,ATZ_HRG,2023-01-01 23:30:00,"[30, 54]",2,0 days 01:35:00,0 days 00:00:00,CAI,
29,30,MS,ATZ,2023-01-01 20:00:00,LXR,0 days 02:45:00,0,A320,150,826,55,0,ATZ -> CAI -> LXR,ATZ_LXR,2023-01-01 22:45:00,"[30, 60]",2,0 days 00:50:00,0 days 00:00:00,CAI,
29,30,MS,ATZ,2023-01-01 20:00:00,LXR,0 days 03:00:00,0,A320,150,826,55,0,ATZ -> CAI -> LXR,ATZ_LXR,2023-01-01 23:00:00,"[30, 61]",2,0 days 01:05:00,0 days 00:00:00,CAI,
29,30,MS,ATZ,2023-01-01 20:00:00,SSH,0 days 03:35:00,0,A320,150,695,55,0,ATZ -> CAI -> SSH,ATZ_SSH,2023-01-01 23:35:00,"[30, 66]",2,0 days 01:40:00,0 days 00:00:00,CAI,
31,32,MS,CAI,2023-01-01 04:30:00,ABS,0 days 03:05:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 07:35:00,"[32, 7]",1,0 days 00:55:00,0 days 00:00:00,ASW,
31,32,MS,CAI,2023-01-01 04:30:00,ABS,0 days 03:30:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 08:00:00,"[32, 8]",1,0 days 01:20:00,0 days 00:00:00,ASW,
31,32,MS,CAI,2023-01-01 04:30:00,ABS,0 days 06:00:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 10:30:00,"[32, 9]",1,0 days 03:50:00,0 days 00:00:00,ASW,
32,33,MS,CAI,2023-01-01 05:00:00,ABS,0 days 02:35:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 07:35:00,"[33, 7]",1,0 days 00:25:00,0 days 00:00:00,ASW,
32,33,MS,CAI,2023-01-01 05:00:00,ABS,0 days 03:00:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 08:00:00,"[33, 8]",1,0 days 00:50:00,0 days 00:00:00,ASW,
32,33,MS,CAI,2023-01-01 05:00:00,ABS,0 days 05:30:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 10:30:00,"[33, 9]",1,0 days 03:20:00,0 days 00:00:00,ASW,
33,34,MS,CAI,2023-01-01 05:15:00,ABS,0 days 02:45:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 08:00:00,"[34, 8]",1,0 days 00:35:00,0 days 00:00:00,ASW,
33,34,MS,CAI,2023-01-01 05:15:00,ABS,0 days 05:15:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 10:30:00,"[34, 9]",1,0 days 03:05:00,0 days 00:00:00,ASW,
34,35,MS,CAI,2023-01-01 05:20:00,ABS,0 days 02:40:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 08:00:00,"[35, 8]",1,0 days 00:30:00,0 days 00:00:00,ASW,
34,35,MS,CAI,2023-01-01 05:20:00,ABS,0 days 05:10:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 10:30:00,"[35, 9]",1,0 days 03:00:00,0 days 00:00:00,ASW,
35,36,MS,CAI,2023-01-01 05:40:00,ABS,0 days 04:50:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 10:30:00,"[36, 9]",1,0 days 02:40:00,0 days 00:00:00,ASW,
36,37,MS,CAI,2023-01-01 06:00:00,ABS,0 days 04:30:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 10:30:00,"[37, 9]",1,0 days 02:20:00,0 days 00:00:00,ASW,
37,38,MS,CAI,2023-01-01 06:10:00,ABS,0 days 04:20:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 10:30:00,"[38, 9]",1,0 days 02:10:00,0 days 00:00:00,ASW,
38,39,MS,CAI,2023-01-01 06:15:00,ABS,0 days 04:15:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 10:30:00,"[39, 9]",1,0 days 02:05:00,0 days 00:00:00,ASW,
39,40,MS,CAI,2023-01-01 07:10:00,ABS,0 days 03:20:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 10:30:00,"[40, 9]",1,0 days 01:10:00,0 days 00:00:00,ASW,
39,40,MS,CAI,2023-01-01 07:10:00,ABS,0 days 05:50:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 13:00:00,"[40, 10]",1,0 days 03:40:00,0 days 00:00:00,ASW,
42,43,MS,CAI,2023-01-01 18:45:00,ABS,0 days 04:05:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 22:50:00,"[43, 11]",1,0 days 01:55:00,0 days 00:00:00,ASW,
43,44,MS,CAI,2023-01-01 19:50:00,ABS,0 days 03:00:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 22:50:00,"[44, 11]",1,0 days 00:50:00,0 days 00:00:00,ASW,
44,45,MS,CAI,2023-01-01 20:00:00,ABS,0 days 02:50:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 22:50:00,"[45, 11]",1,0 days 00:40:00,0 days 00:00:00,ASW,
45,46,MS,CAI,2023-01-01 20:05:00,ABS,0 days 02:45:00,0,B738,162,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 22:50:00,"[46, 11]",1,0 days 00:35:00,0 days 00:00:00,ASW,
113,114,SM,CAI,2023-01-01 04:30:00,ABS,0 days 04:10:00,1,ATR,70,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 08:40:00,"[114, 100]",1,0 days 01:10:00,0 days 00:00:00,ASW,
114,115,SM,CAI,2023-01-01 05:00:00,ABS,0 days 03:40:00,1,ATR,70,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 08:40:00,"[115, 100]",1,0 days 00:40:00,0 days 00:00:00,ASW,
115,116,SM,CAI,2023-01-01 05:00:00,ABS,0 days 03:40:00,1,A320,70,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 08:40:00,"[116, 100]",2,0 days 01:15:00,0 days 00:00:00,ASW,
116,117,SM,CAI,2023-01-01 05:00:00,ABS,0 days 03:40:00,1,A320,70,915,55,0,CAI -> ASW -> ABS,CAI_ABS,2023-01-01 08:40:00,"[117, 100]",2,0 days 01:15:00,0 days 00:00:00,ASW,
31,32,MS,CAI,2023-01-01 04:30:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 05:55:00,[32],0,0 days 00:00:00,0 days 00:00:00,,
32,33,MS,CAI,2023-01-01 05:00:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 06:25:00,[33],0,0 days 00:00:00,0 days 00:00:00,,
33,34,MS,CAI,2023-01-01 05:15:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 06:40:00,[34],0,0 days 00:00:00,0 days 00:00:00,,
34,35,MS,CAI,2023-01-01 05:20:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 06:45:00,[35],0,0 days 00:00:00,0 days 00:00:00,,
35,36,MS,CAI,2023-01-01 05:40:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 07:05:00,[36],0,0 days 00:00:00,0 days 00:00:00,,
36,37,MS,CAI,2023-01-01 06:00:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 07:25:00,[37],0,0 days 00:00:00,0 days 00:00:00,,
37,38,MS,CAI,2023-01-01 06:10:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 07:35:00,[38],0,0 days 00:00:00,0 days 00:00:00,,
38,39,MS,CAI,2023-01-01 06:15:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 07:40:00,[39],0,0 days 00:00:00,0 days 00:00:00,,
39,40,MS,CAI,2023-01-01 07:10:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 08:35:00,[40],0,0 days 00:00:00,0 days 00:00:00,,
40,41,MS,CAI,2023-01-01 13:45:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 15:10:00,[41],0,0 days 00:00:00,0 days 00:00:00,,
41,42,MS,CAI,2023-01-01 13:55:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 15:20:00,[42],0,0 days 00:00:00,0 days 00:00:00,,
42,43,MS,CAI,2023-01-01 18:45:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 20:10:00,[43],0,0 days 00:00:00,0 days 00:00:00,,
43,44,MS,CAI,2023-01-01 19:50:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 21:15:00,[44],0,0 days 00:00:00,0 days 00:00:00,,
44,45,MS,CAI,2023-01-01 20:00:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 21:25:00,[45],0,0 days 00:00:00,0 days 00:00:00,,
45,46,MS,CAI,2023-01-01 20:05:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 21:30:00,[46],0,0 days 00:00:00,0 days 00:00:00,,
46,47,MS,CAI,2023-01-01 20:55:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 22:20:00,[47],0,0 days 00:00:00,0 days 00:00:00,,
47,48,MS,CAI,2023-01-01 22:05:00,ASW,0 days 01:25:00,0,B738,162,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 23:30:00,[48],0,0 days 00:00:00,0 days 00:00:00,,
91,92,NP,CAI,2023-01-01 11:10:00,ASW,0 days 01:25:00,0,A320,150,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 12:35:00,[92],0,0 days 00:00:00,0 days 00:00:00,,
92,93,NP,CAI,2023-01-01 18:40:00,ASW,0 days 01:25:00,0,A320,150,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 20:05:00,[93],0,0 days 00:00:00,0 days 00:00:00,,
113,114,SM,CAI,2023-01-01 04:30:00,ASW,0 days 02:00:00,1,ATR,70,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 06:30:00,[114],0,0 days 00:00:00,0 days 00:00:00,,
114,115,SM,CAI,2023-01-01 05:00:00,ASW,0 days 02:00:00,1,ATR,70,699,55,0,CAI -> ASW,CAI_ASW,2023-01-01 07:00:00,[115],0,0 days 00:00:00,0 days 00:00:00,,
